"","Country","Year","Gini_Coefficient","EU_2004","EU_2014"
"562","SVK","2008",0.870758501775421,1,1
"563","SVK","2007",0.868169392943181,1,1
"564","SVK","2006",0.86407582263244,1,1
"565","SVK","2005",0.864596823575384,1,1
"566","SVK","2004",0.86570743586061,1,1
"567","SVK","2003",0.86891768431598,1,1
"568","SVK","2002",0.861187739475587,1,1
"569","SVK","2001",0.870198901855006,1,1
"570","SVK","2000",0.869794111148751,1,1
"571","SVN","2014",0.847026133832892,1,1
"572","SVN","2013",0.849128351433295,1,1
"573","SVN","2012",0.849544678993651,1,1
"574","SVN","2011",0.851560560479854,1,1
"575","SVN","2010",0.845994073638404,1,1
"576","SVN","2009",0.84761476058565,1,1
"577","SVN","2008",0.855430007620441,1,1
"578","SVN","2007",0.856991510418034,1,1
"579","SVN","2006",0.852743491199014,1,1
"580","SVN","2005",0.854064253910095,1,1
"581","SVN","2004",0.857520290088256,1,1
"582","SVN","2003",0.860816864897211,1,1
"583","SVN","2002",0.861818277648242,1,1
"584","SVN","2001",0.872161959623476,1,1
"585","SVN","2000",0.869725214566319,1,1
"586","SWE","2014",0.81186576315567,0,1
"587","SWE","2013",0.810511926075076,0,1
"588","SWE","2012",0.810747770713285,0,1
"589","SWE","2011",0.795089736655025,0,1
"590","SWE","2010",0.794561237209231,0,1
"591","SWE","2009",0.794653113673111,0,1
"592","SWE","2008",0.804210303462106,0,1
"593","SWE","2007",0.805871120318417,0,1
"594","SWE","2006",0.800779210998681,0,1
"595","SWE","2005",0.800616136750113,0,1
"596","SWE","2004",0.800964375064706,0,1
"597","SWE","2003",0.799642995074966,0,1
"598","SWE","2002",0.807434298908463,0,1
"599","SWE","2001",0.812057858529568,0,1
"600","SWE","2000",0.815122861710295,0,1
"601","TUR","2014",0.88593742211543,0,0
"602","TUR","2013",0.886813022798486,0,0
"603","TUR","2012",0.898663034509946,0,0
"604","TUR","2011",0.884153000595111,0,0
"605","TUR","2010",0.884008194808258,0,0
"606","TUR","2009",0.884913947692602,0,0
"607","TUR","2008",0.889091317694125,0,0
"608","TUR","2007",0.875998331199448,0,0
"609","TUR","2006",0.872566758292063,0,0
"610","TUR","2005",0.87016451140555,0,0
"611","TUR","2004",0.870615001257496,0,0
"612","TUR","2003",0.871063521634932,0,0
"613","TUR","2002",0.871210451626851,0,0
"614","TUR","2001",0.882711005116225,0,0
"615","TUR","2000",0.891195799224658,0,0
"616","TWN","2014",0.93002838905448,0,0
"617","TWN","2013",0.925988265995243,0,0
"618","TWN","2012",0.927686544872573,0,0
"619","TWN","2011",0.9256139140406,0,0
"620","TWN","2010",0.924424350443903,0,0
"621","TWN","2009",0.922911123766744,0,0
"622","TWN","2008",0.923931732942037,0,0
"623","TWN","2007",0.925619447483198,0,0
"624","TWN","2006",0.924908455512162,0,0
"625","TWN","2005",0.923288349014024,0,0
"626","TWN","2004",0.924770688876061,0,0
"627","TWN","2003",0.922280531160609,0,0
"628","TWN","2002",0.91965761125921,0,0
"629","TWN","2001",0.91796383393603,0,0
"630","TWN","2000",0.918569634710818,0,0
"631","USA","2014",0.866609268622111,0,0
